,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,label
120,A study shows that the number of children getting routine vaccines to protect them from dangerous diseases has dramatically declined in the wake of the coronavirus.,https://www.breitbart.com/politics/2020/05/13/number-of-children-getting-routine-vaccines-plummets-in-coronavirus-era/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,Biased,Somewhat factual but also opinionated,['dramatically'],1
121,"A Supreme Court filing lays bare the deep chasm between prominent Republicans who believe in the rule of law and wannabe president for life Donald Trump, whose says he enjoys absolute immunity from any inquiry into his conduct.",https://www.alternet.org/2020/03/prominent-republicans-mock-trumps-legal-claims-in-supreme-court-brief-and-blow-up-presidents-absolute-immunity-claim/,Alternet,taxes,left,Biased,No agreement,['wannabe'],1
122,"A surge in people buying guns since the coronavirus pandemic began has flooded the FBI’s background check system, causing a spike in the number of delayed checks and allowing gun sales to proceed without them, FBI data disclosed on Tuesday showed.",https://www.reuters.com/article/usa-guns-fbi/spiking-us-gun-sales-deluge-fbis-background-check-system-cause-delays-idUSL8N2GB5RA,Reuters,gun control,center,Non-biased,Entirely factual,[],0
123,"A tanker truck drove through thousands of people marching on a Minneapolis highway to protest the death of George Floyd on Sunday before protesters dragged the driver from the cab and beat him, according to a Reuters witness and authorities.",https://www.reuters.com/article/uk-minneapolis-police-protests-truck-idUKKBN2370VO?taid=5ed4ccf1842569000110c1cc&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Reuters,black lives matter,center,Non-biased,Entirely factual,[],0
125,A tear slipped down the cheek of Ghanaian-German artist Zohra Opoku as she recalled how the global Black Lives Matter had kindled her pain and anger while she was stranded away from home due to coronavirus lockdowns.,https://www.reuters.com/article/us-global-race-ghana-artist-idUSKBN2441D5?taid=5effd946795f4d0001584223&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,Reuters,black lives matter,center,Biased,Entirely factual,[],1
126,A Texas law requires contractors who work for or do business with the state to certify that they do not boycott Israel or Israeli-occupied territories.,https://www.foxnews.com/us/omar-furor-reflects-intensifying-national-debate-over-israel,Fox News,international-politics-and-world-news,right,Non-biased,Entirely factual,[],0
127,"A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month, an ominous development in light of persistent scandals over low-quality and improperly-handled vaccines.",https://www.breitbart.com/national-security/2019/05/14/china-three-year-old-girl-dies-after-rabies-shot-raising-fears-another-vaccine-scandal/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,Biased,Entirely factual,['ominous'],1
130,"A transgender California prison inmate who was born male but identifies as female underwent gender-reassignment surgery paid for by the state this week in what is believed to be the first such case in the United States, her attorneys said Friday.",https://www.reuters.com/article/us-california-transgender-idUSKBN14R01Q,Reuters,#metoo,center,Non-biased,Entirely factual,[],0
132,"A trio of polls released ahead of Wednesday’s Democratic presidential debate showed a majority of Americans support Medicare for All, but offered conflicting signals about whether the proposed healthcare overhaul could hurt the party in the November 2020 general election.",https://www.reuters.com/article/us-usa-election-debate-healthcare/healthcare-tangles-in-democratic-white-house-race-could-carry-risk-in-2020-polls-show-idUSKBN1XU16M?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Biased,Entirely factual,[],1
133,A Trump-loving white security guard with a racist past shot and killed an unarmed Black man during an unprovoked hotel parking lot attack.,https://www.alternet.org/2020/06/trump-loving-security-guard-who-gunned-down-a-black-man-in-tulsa-had-history-of-racism-report/,Alternet,black lives matter,left,Biased,Somewhat factual but also opinionated,"['racist', 'Trump-loving']",1
135,A U.S. advocacy group calling for tougher gun regulations said on Wednesday it will spend $8 million this year to support the campaigns of Texas politicians who back stronger restrictions on owning firearms.,https://www.reuters.com/article/us-usa-politics-guns/u-s-gun-control-advocacy-group-to-spend-8-million-on-texas-political-campaigns-idUSKBN20D2NX,Reuters,gun control,center,Non-biased,Entirely factual,[],0
137,"A U.S. official, speaking on condition of anonymity, confirmed that a range of options were under discussion but that it had not yet reached the level of Trump’s top national security team or been taken to the president.",https://www.reuters.com/article/health-coronavirus-usa-china-idUSL1N2CI20B,Reuters,coronavirus,center,Non-biased,Entirely factual,[],0
139,"A victory by Biden and his vice presidential running mate Kamala Harris, who favor increased gun regulation, could further stoke demand for firearms - and shares of firearms makers - particularly if Democrats wrest control of the Senate from Republicans, giving them majorities in both houses of Congress and making it easier to approve legislation.",https://www.reuters.com/article/us-usa-election-guns-stocks/shares-of-gun-makers-gain-as-bidens-lead-grows-idUSKBN2711KD,Reuters,gun control,center,Non-biased,Somewhat factual but also opinionated,[],0
140,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.,https://www.breitbart.com/europe/2019/04/07/victim-of-migrant-gang-rapist-speaks-out-after-passengers-stop-deportation/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,immigration,right,Non-biased,Entirely factual,[],0
141,"A year after a Democratic wave swept an unprecedented number of women and people of color into higher office all across America, and at a time when Trump’s approval rating is cratering, women should not be afraid of nominating another woman to drive Trump and his brand of pig-headed patriarchy out of the Oval Office.",https://www.alternet.org/2019/04/of-course-a-woman-can-beat-trump/,Alternet,gender,left,Biased,Expresses writer’s opinion,"['pig-headed', 'cratering']",1
142,"A young, slender woman with a sign reading “End All Violence” stood at the doors and pleaded with the looters to stop. ",http://feedproxy.google.com/~r/breitbart/~3/CQerZIG3-XI/,Breitbart,black lives matter,right,Biased,Somewhat factual but also opinionated,['slender'],1
145,ABC 7 reported that the shootings began about 6 p.m. Friday and continued until just before midnight Sunday.,http://feedproxy.google.com/~r/breitbart/~3/2517Un1whOE/,Breitbart,gun control,right,Non-biased,Entirely factual,[],0
146,ABC News anchor George Stephanopoulos cut off President Donald Trump on Tuesday during an egregious string of lies about health care at an event with voters.,https://www.alternet.org/2020/09/abc-anchor-cuts-trump-off-in-the-middle-of-a-stream-of-lies-to-deliver-a-brutal-fact-check/,Alternet,universal health care,left,Biased,Somewhat factual but also opinionated,"['egregious', 'lies']",1
152,Abortion rights advocates worry this could make it more difficult for women to get access to abortion through the courts or that it could lead to criminalizing contraception or in-vitro fertilization.,https://www.msn.com/en-us/news/politics/voters-in-two-states-approved-abortion-restrictions-on-tuesday/ar-BBPqVQk,MSNBC,abortion,left,Non-biased,Entirely factual,[],0
153,"Abortionists, who prey on desperate people, should no longer receive your hard-earned tax dollars.",https://thefederalist.com/2019/02/04/trumps-state-union-put-american-families-first/,Federalist,abortion,right,Biased,Expresses writer’s opinion,"['Abortionists', 'prey']",1
154,"About half of the dozen top-tier of Democratic hopefuls vying for the nomination have endorsed some form of Medicare for All, according to a Reuters analysis of campaign positions.",https://www.reuters.com/article/us-usa-election-trump/trump-campaign-views-healthcare-as-a-2020-campaign-weapon-idUSKCN1SU12T?feedType=RSS&feedName=topNews,Reuters,universal health care,center,Non-biased,Entirely factual,[],0
157,"According to a Washington Post analysis updated on Monday, half of people killed by police are white, but Black Americans are shot at a disproportionate rate. ",https://www.reuters.com/article/us-global-race-trump/trump-downplays-police-violence-against-black-people-says-more-white-people-killed-idUSKCN24F2WQ,Reuters,black lives matter,center,Non-biased,Entirely factual,[],0
158,"According to Lauren Copeland (a political science professor at Baldwin Wallace University in Ohio and another person who worked on the Great Lakes Poll), public support for Obamacare has continued to grow.",https://www.alternet.org/2020/02/new-report-reveals-trumps-greatest-vulnerability-in-key-rust-belt-states-his-challenge-is-formidable/,Alternet,universal health care,left,Non-biased,Entirely factual,[],0
159,"According to Planned Parenthood office in Roanoke, Virginia, the abortion giant will continue to perform abortion services during the COVID-19 pandemic, claiming abortion is an “essential” medical service.",https://thefederalist.com/2020/03/31/virginia-governor-bans-worship-but-considers-abortions-essential-during-months-long-virus-lockdown/?fbclid=IwAR1sUXV8WlHkPmRP4Szx_Lt6wmsyKxWrj6ml9FM5ENKJTjjwm87zSZ0AU2c#.Xoj74PybzSk.facebook,Federalist,abortion,right,Biased,Somewhat factual but also opinionated,"['abortion', 'giant', 'claiming']",1
161,"According to the Guardian, a survey of 15 British female Olympians found that most feel that allowing transgenders to compete alongside natural-born female athletes is likely unfair to the women and they want more research before new rules are made.",https://www.breitbart.com/sports/2019/06/16/british-female-olympians-want-ioc-suspend-unfair-transgender-rules/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,sport,right,Non-biased,Entirely factual,[],0
